uid,text,data_part
ovQuOcvIG-g--11,Registration for the vaccines can be done on the CoWIN website or the Aarogya Setu App.,Train
bDJsJFjj8MU--9,"He said that some people in Bollywood have been spreading ""false rumours"" about him.",Train
iMlR4QLSWok--185,This park has beautiful roses.,Train
6c91aaacea0a-58,"Group 2, Dash.",Train
jooCtOZBfOk--167,excessive rain's may cause.,Train
L0eYh-N6DT8--16,Zuckerberg ordered the shrinking of their real estate occupancies such as office buildings and withdrawing some of the perks to its employees.,Train
bTPqd-QWmUg--17,"Especially, when even fully vaccinated people are getting re-infected.",Train
c4b38ce263ce-49,There are two pictures given below of turtles.,Train
Zi667p2C_4w--22,"I am confirming that the Taliban have not killed her, our investigation is ongoing.",Train
F-ZNxP2GDvk--7,But do not forget we need to focus more on human lives and not only on business development.,Train
o_ou511Kqqc--8,The rover inside the lander was also destroyed during the failed landing attempt.,Train
Xwd1e9lgw08--129,Add the chopped pumpkin to a steamer and steam for 20 mins,Train
In-Tl-A04VM--11,On 17th Feb Mansukh’s Scorpio went missing and he filed a complaint at the Vikhroli police station.,Train
O47tiJVLIX4--22,using 12 tamarind seeds.,Validation
Hh2w2tUtJkE--2,"On Wednesday night, his grandmother fed him dinner and went to her room.",Test
e90d992d5756-67,More than one. D,Test
1e22be414f61-46,Now describe your drawing to your friends in your own language.,Train
jc67rJCb5mU--29,"When he started dubbing for a movie, he found it really challenging and after which,",Train
FU8PUSnxzXs--14,"According to an Indian Express report,",Train
qWa7ZGmY59A--4,using pictures of Rabindranath Tagore and APJ Abdul Kalam on a new series of banknotes.,Validation
NTc0m4Q1-xU--11,So keep watching ISH News! See you tomorrow.,Train
l7izAOdL8Fg--5,It was pitch black and the woman was fast asleep.,Train
OA3yYnRAFq0--35,10. The chances of bringing COVID-19 home with your shoes are rare.,Train
6ZupjCEn4dM--0,A small gestures and efforts by some people gives happiness & inspiration.,Train
nIjAEHi-6HU--116,1.3,Train
bcmjvqC8PUk--9,Earlier there were so many customers. Now people only come to take selfies.,Test
s8BUs77tQZ4--86,ujjain and patliputra,Train
NI787JtKq9k--22,*Shocked*,Train
66wcZHOOFbI--18,He was welcomed by the staff .,Train
jDy4C7B8OwI--140,What were the means adopted by Ashoka to spread the message of Dhamma?,Train
iZ48KAEeNMI_e3,They are driven by a craving for personal glory.,Train
QgXye89PEzw--31,There were even pictures of them with PM Modi and Amit Shah.,Train
533abb879383-100,And some numbers are given on them.,Train
1f1bb4e3121b-124,Let's read.,Validation
hgaKby5Mha4--28,"when she was in the Bigg Boss house, a lot happened outside about which she will inform later.",Train
LkjXRPq_2mo--17,"This means the customers have to stay inside for 2 days. Even people in the gym, office, etc. have to stay inside.",Train
SBxxpFqPmvo--19,"Once bussiness picks up, we will reopen.",Train
v1aCnHYwR4I--9,"With the rising cases in Kolam, the Tamil Nadu government is strict screening families entering the border. Only those without symptoms can enter the state.",Train
8pU6xx8g3Ig--5,She and her husband planted and watered more than 400 trees,Train
NndhrQdxYsI--27,The doctor was unable to diagnose her.,Train
1f1bb4e3121b-34,Page 85,Train
O9kqg-Kt6MA--22,They work for development of the Deaf community.,Test
2b2718e10f2f-126,Night,Train
ebFJ-aKDrOo--9,The pesticides present in the breast milk of a woman who eats non-vegetarians were triple than that of a vegetarian woman.,Train
yTiemQRFWXE--8,No! But a heavy fine was levied by the Australian stadium for running onto the field .,Train
OOaiihxDPyY--3,"Students, temple priests and all the locals started protesting",Train
iH3VWBwL83Q--11,Such a wonderful surprise!,Train
lU5vFtQzTs0--47,senior citizens and people with disability. Ask if they want anything from the market.,Validation
cb8925f9924b-113,Here is a house with a tree behind it.,Train
RExSDsvlhc4--21,So I decided to buy it matching my dress.,Train
5DenBpnSjKk--5," or there are any news updates, do you fail to understand it?",Train
zlrHr_rA9aw--6,This year India won 19 medals. Isn't that fantastic!,Train
ZX-bph5Oic8--35,"In this airstrike, a 13-storey building was blown up by Israel.",Train
nl6lmrdBXqs--41,"If you think it's cheap then you can buy it, but its unfortunately sold.",Train
tpKE8EDpccU--86,Here are the winners!,Train
V-nF9L9veaY--7,Film actor Saif Ali Khan is managed by Exceed Entertainment.,Train
Z9csciJP9lI--11,I will tell you about it in a while.,Validation
aBDnFhBANoU--12,A doctor in Kerala said that the transfusion process is not as easy.,Train
zeTI65Q5DO4--2,Now he has done the same to the CBIC's 15 senior officials.,Train
nyZL5MfKPKE--16,"J&K's restaurants, hotels, etc were all empty.",Train
g8S4fJM1pYg--7,"Sidhu Moose Wala was cremated at his ancestral village, Jawaharke.",Train
GIx57eZ4R0M--0,Last Monday for Saturdays,Train
r--OCBbAvqQ--26,This fund is financing the COVID vaccine research.,Train
3Jw6n9Uj6WI--18,Did you see that? They signed and expressed their feelings!,Test
AZ2s4Adm9RU--6,The 3 Deaf men and the girl were in the same school. Its devastating that she was raped by them.,Train
zidF3zdphXk--5,"It will launch on 5th September 2019, which is the third anniversary of Reliance Jio.",Train
XQ-kB-SerIg--1,"The ground breaking ceremony prior to the construction, will begin from 11:00 am on 5th August",Train
99218fd19f71-20,"The wolf went away and Sonu, Monu and Gonu lived happily together in the red break house.",Train
bLrakkOIbds--6,"At India vs Australia match, India won the toss.",Test
kHDQ5BBZrcs--24,"which people don't understand. Unfortunately, I have to accept it.",Train
7CuBSDLjfIo--83,That the stem does not break.,Train
PYuQbXqfcxM--41,This is comopletely wrong. They shut down and fined them millions of dollars.,Validation
p32xxMxPIWQ--5,A top cement company said that to allow Pakistan to sell cement in India at such a low price is not right.,Train
4ea55d87345a-24,The mother tiger was tired and closed her eyes. The tiger cub saw a tiny frog.,Train
45FSJt0gBzM--3,Today we will focus on the guidelines for reopening religious places.,Train
tQ0tBTQQUEo--19,So come on lets start the receipe.,Test
LJpdOnKK1-w--21,strict actions will be taken against the officials.,Train
iMlR4QLSWok--108,to play the game.,Test
DvcwO5iqUlA_e2,She heard them whispering conspiratorially in the bedroom.,Train
met8keUAqu4--0,Remdesivir is a very important drug to treat COVID-19.,Train
39b5990995ba-17,to introduce the theme and mood of the poem.,Train
JeaDrNJdqbQ--11,Do not reply to message and calls that ask you to dial the code.,Train
xt8IQ1naN9w--17,This movie is a love story in which Ranbir is in love with Anushka's character and she rejects him so he gets into relationship with another woman.,Train
Xcr40XiJqFw--80,now this is according to ukraine which,Train
1MI4P0dxTv8--19,"Remember, the maximum age is 40 years.",Validation
JeaDrNJdqbQ--28,wherein fraudsters claim that there is some problem with the sim card or network,Train
yn-hR8ns7a0--15,South Africa has become the 11th country in the world to have 50% women members in their cabinet.,Train
nd3Fv5cWfcE--36,They must post authenticate images or videos.,Validation
sK8DUVOr6_0--3,On 12th February 2021 Anderson broke into a stranger Andrea Blankenship's homeby breaking down her door with his shoulder.,Train
Xwd1e9lgw08--75,so why not carrot soup too?,Validation
5xr6HCDpex4--9,"Motorcycles will be fined Rs 5,000 to 8,300.",Train
RroGTGbymKw--5,The NCB carried out a raid at Arjun's premises on 10th November.,Train
MKz__7rdS8c--39,There have been many rumours about whether MS Dhoni will retire or not.,Train
SGoahyb05CA--8,The project is in the testing stage.,Validation
cBsR1hJoYiY--11,There is an explanation for this.,Train
fb456e054e47-6,two boys are watching the game two kittens are playing,Train
jWhxkVoqig8--218,Write the name of material.,Train
fSvDdTyDQQI--52,came here so I feel very blessed to be a,Train
n7z9Q8fIJ00--8,and Akash Sultaniya is from Patna.,Train
oampXC8MSu4--25,What about India? India too has a similar duo.,Train
E3Fdzhh5kEw--7,The pilot Prithvi Singh Chauhan also passed away. Their deaths are extremely saddening.,Train
eRrXt_zUIj8--22,Various political parties have also condemned the incident.,Train
D3YiBpfhHeI--30,Whenever any work is given it should be finished off immediately.,Validation
V3NiqtfUBm4_w,dialogue,Train
9ooF4_GPrPY--43,"They say that after installing the App, they are unable to register.",Validation
PaFj_DAAgvY--4,will revceive 60% funding.,Train
k_3nonc67tg--7,"According to police officials, on 8th July she and her 4-year-old son",Train
8urZALE3KoM--251,india is shocked by the manner in which,Test
O8V8kz6JcFs--139,How do desert animals survive without water?,Train
XVP5zcTXVtc--59,The places where inscriptions of Ashoka have been found are marked with red dots.,Test
rqMT1kfVNA0--5,Voters can show their inked index finger and get offers and discounts.,Train
I6cvWXvtGuw--52,///but US will not help because the US does not want to start a 3rd world war with Russia.,Train
euZVSxNDoYI--14,"arranged a meeting of all the Pakistan government officials, to discuss how the country would respond.",Train
I-vQYwHKjRc--18,The even pretended to be worried.,Train
VHqWKG8mzhY--9,"I'm like - ""Satvic Movement is not about products""",Train
6Ht4naTvGCE--6,The words we speak.,Train
kpJCJ2g6yfQ--15,After a good sleep and the rest.,Validation
anCvgjkC1Js_e3,"In the pantomime of 'Jack and the Beanstalk', we just saw the giant's huge hand.",Train
e7dE6QmFCR4--35,"Yesterday, on 29 August 2022, Prime Minister Modi said that",Validation
XMPggRHjEbY--24,This is how China declined the proposal.,Train
MYGqMojGwBE--151,But what do we do? We never understood its importance,Test
bMqwQWqdZJ8--57,They hired me because I knew about Mac computers a little bit.,Validation
70745e15917e-35,Thorns don't prick them.,Train
CHTqOiqOlwA--15,"When asked whether the eyelashes caused her discomfort, she said,",Train
n5OUkLIJ6m4--2,The BCCI has now confirmed that balance 31 matches,Train
Zv9uPzMreHQ_w,convince,Train
vNBqhzjmOwQ--3,Here are more details on the story.,Train
ma9FWeTjz1Q--30,So why did Shinde flee with so many MLAs.,Train
8c94dca71c3c-88,4. We will reach on time. 4. Blank. We go by the car.,Train
gSDyf6IWD8I--2,Sainikhesh had earlier tried to join the Indian Army twice but was rejected both times due to his short height.,Train
0AAg-E7Wggk--30,while the media has not been allowed to meet us and we are unable share our story.,Train
831fec5793da-44,Say aloud and circle the rhyming words.,Train
zE5S6z5wvwc--19,"women, the elderly, and financially weak people.",Train
HSO8snYHORA--6,dead bodies of 30 monkeys and 20 injured monkeys.,Train
1L7eqOq5w2I--3,who is also an advisor to US President Joe Biden named General Mark Milley is an expert.,Train
C6CIPVno_yQ--8,He would even give everyone robots for such work.,Train
2PD6WQLA63s--2,he planned and wrote a letter which said that,Train
GIx57eZ4R0M--57,Activity 1,Train
6YCkx7aDr1w--27,He did not have a boarding pass or ticket as he was merely a guest.,Train
qtmH6PomxXU--3,Suddenly a speeding Maruti Baleno was trying to overtake another car.,Validation
0I7qATQgHCQ--28,4 CCTV camera's were placed in the kitchen and Khanna was responsible for managing everything.,Test
2xNeabHJFko--2,I am feeling cold after hearing story. Just joking. Let me tell you a story.,Train
j1NvRvKdrlA--1,This metro runs from North to South of Kolkata.,Train
LBtlp5l2cRI--12,Kerala's Health Minister KK Shailaja and the Union Health Ministry,Train
twnFUKGXLUk--31,The Indian government is very dangerous.,Train
z-pDjmP_jxM--38,"In December 2015, Khan was acquitted of all charges from this case due to lack of evidence.",Validation
ulJ6hoacr5o--4,Offenders will receive stringent punishments.,Validation
Ehrz2LHvPZs--0,"The IPL was supposed to be held on 12th May, 2019,",Train
Bx047psani8--118,ranging from ice-creams to smoothies to chocolate cakes to ladoos.,Test
eabe1f38221a-60,I love blank.,Train
N7O_KBF1Qqc--99,both the blind and the helpers.,Train
9ezqwvdzW90--53,Practice time. A,Train
pn9SS6p3yQM--105,after two tremors reported a magnitude,Train
VqlfNumk0cg--89,a journalist wrote.,Train
aCwcQvDfi1Q--3,"KK Thakur, who was from Bihar’s Madhubani district, died in a bike accident in Noida.",Train
CGLImbjRNZE--0,61-year-old Indian cricket legend Kapil Dev was immediately hospitalized upon suffering chest pain.,Train
3lBUYbTn934--11,"Imran Khan was Pakistan's Prime Minister, who was removed from office after the a lot of controversy and in October 2022",Train
A2VCUgPweiU--172,Cholas,Validation
exqm_484F14--246,Do we find some non-living things that also show some of these characteristics?,Train
IpRLdrFqxKk--165,Figure 12.8 shows a simple switch.,Train
o44YnPMhwPU--37,Her mother said that the MLA was responsible for everything that happened to her family.,Train
rhrEqLib494--25,"that it is impossible that a ""two-finger test"" was conducted on a woman officer.",Train
ijrjSBx7WTc--56,She was blind with rage and with all her strength brought down the heavy basket full of groceries.,Validation
iMlR4QLSWok--215,3,Train
hdCZtwn3K8U--36,"Mansi said that all hearing individuals must learn basic ISL, so they can communicate with the Deaf.",Test
9ezqwvdzW90--66,How much does he earn?,Train
GGGbWi0z05Q--25,Messi was overjoyed upon recieving the award.,Train
asGok2kdceQ--16,Indian’s are treated very badly in Pakistan. They are treated like enemies.,Train
ZGmZrMnuYxg--156,30. now following this health secretary,Train
vekaTiI1qjw--90,This story has been taken from an Iranian folk tale.,Train
tpKE8EDpccU--42,These skills will help them navigate through life easily and reduce barriers.,Test
cfa51960d936-34,when they heard the elephant. 4,Train
MjFpCgFgt1A--39,Did you see that this part is made of small leaf-like structures?,Train
SznOX8slIio--3,"Since Stokes broke his finger, he will not participate in the current season.",Train
17zGKlAx3Qs--0,Russian troops had invaded Kyiv the Capital of Ukraine.,Train
2b2718e10f2f-73,Listen and tell the sounds that these words in the poem produce.,Train
c9RrRbqmcIU--2,The laws will make sure passengers are safe and get good quality service.,Validation
Vc-RbJc2Be0--97,It is advisable not to burn dry leaves and discarded remains of the crop.,Validation
VqlfNumk0cg--186,Educated 7,Train
k1PbRMktoiI--4,Shikhar Dhawan put up a wonderful performance scoring 98 runs,Train
NoVPRWXWUZE--12,A bright fire was burning.,Train
_dwG7oAYTWo_e3,"You can come early if you want to, but there's no necessity for it.",Train
9qM2lB-sxwk--4,For this many are visiting the US.,Train
9R2204o74ds--6,By the 10th over they were at 24-4.,Train
Xnb-svgKuDg--15,The woman's son searched for an autorickshaw or ambulance to carry her to the cremation ground.,Train
ScvVAjj8vvw--28,JSCD and JWFD both worked hard to support the Chief Minister's relief fund.,Train
dJ_5m1Y2InE--384,China.,Train
xxs8kBSzEXM--49,Here VAT is the problem and the common man is suffering.,Train
R_ajuM18h8Q--5,"When the ink gets over, it is refilled. Projectors are used to show presentations.",Test
gxbQ8EIfDkg--24,14. Use of escalators with one person on alternate steps may be encouraged.,Train
wwpVbWKHm-s--2,Many people are desparate for this.,Train
NGScl0kiubo--25,"Also recently, Virat Kohli has revealed that Mahendra Singh Dhoni was the only person who ‘messaged’ him after he unexpectedly stepped down as Test captain.",Train
35aIhMzM_pk--17,Also the police have also found a 2 Page long suicide note.,Train
hqrRpAsUgz0--16,"They believe that if they do not complete the ritual successfully, they may experience death, divorce, misfortune, etc.",Train
crpS7bvmZCU--13,had reported that because of India’s ban several Chinese companies suffered major losses.,Train
5a1348dfe236-86,Help the children learn the names of the months in English.,Train
K4eNr2k2Lls--13,"From 24th Nov to 5th Dec 2019 in South Africa, the Deaf Cricket South Africa hosted,",Train
3fA-DZNjd3c--10,He was an employee of an event management firm. He was arrested from his home in Nagarbhavi.,Train
dfDWjsq0gCE--3,one pad that we women conveniently throw,Train
17LuC7SZq0Y--42,"Earlier the transgender was discriminated but gradually, they are being treated at par and equally.",Validation
LTbn1Gekuk4--10,The brothers called a local veterinarian to inspect the animals.,Train
xb30QnqTaJk--12,He tried his best to sleep but he couldn't and always remained awake.,Validation
0TuAyChxfjA--47,She asked Harvard to take this matter seriously,Train
8c94dca71c3c-97,Look at the words in the bubbles.,Train
NwVF-WWZ0Bc--109,So you can also use 9 5 rupee coins to make your measuring bottle. Go ahead.,Train
zARVlizI_LA--10,PM Modi held a Cabinet meeting before he left for the Brics Summit in Brazil.,Validation
iQEsAshnPr0--21,them in flour and roll them into small,Validation
BLa2jQ1KNaE--12,Jaya Prakash Reddy was last seen in the 2020 film Sarileru Neekevvaru,Train
I6cvWXvtGuw--44,Ramstein is an American airbase. No one in NATO agreed to send the jets to Ukraine.,Train
8GOiooYQskQ--9,Argentina was handed over trophy.,Validation
c6nw9LYEflo--4,This is very devastating.,Train
NaudCQy69LQ--16,They would call me for a few days ask me to translate the dialouges into Signs.,Train
jr_2r0noJq8--15,and Rs 1 lakh for harassment. He demanded a total of Rs 6 lakh.,Train
KC9fOX1xvYA--13,"""Ha Ha, the man went to Delhi and it smells of cow piss. Thats their maa Kaali Maa.""",Train
u3NrjVFgvo4--7,"Anjali's mother said, 'On 31st December 2022 she went to work in the Punjabi Bagh area of Delhi. She worked as a party welcome girl.",Train
dw7AzLOYDOI--9,After that several accounts on social media handles reshared Vamika’s photos.,Train
zu_bd3r2GIA--12,"He was not focussed, but after drinking urine regularly,",Train
C8xfqZNQd70--24,Have you ever wondered what materials people used in ancient times?,Train
gd3Gu5lY8qw--10,"A person's skills, intelligence etc are valued and all are treated equally.",Train
4b41f9df012f-80,Page number 17,Validation
J4XC7XCfeiE--8,Rakhi was seen wheeling her mother's body out of the Mumbai hospital.,Train
iMlR4QLSWok--209,Suppose you are Rashid.,Train
b005df5e411b-15,and ate every bit. He had a tricycle.,Train
vAuewu6QmDY--13,had called for a law to make violation of social distancing norms a criminal offense.,Train
myIXH3PjvoI--3,"On the page, we have some pictures.",Test
GySxmwlSExU--1,when a truck passed close by him on a film set.,Test
2Au_ELSnOqY--6,Brooklinn was bleeding profusely and was immediately taken to the hospital.,Validation
2ypeBE72Cik--33,"If you are confused about what gift to buy for Valentine's Day,",Train
OC_2CAtv7VY--32,"ISH News is available on YouTube, Instagram, Facebook and also on other social media platforms.",Train
dfDWjsq0gCE--0,three swaps to make if you love Mother,Train
iuGT90_P4Qk--89,TRI A,Train
tknNDZivrZw--0,Pakistan Tehreek-e-Insaaf (PTI) has formed the government in Pakistan with Imran Khan as the Prime Minister.,Train
4c10721611b2-103,"Farmers, grow crops, vegetables and fruits.",Train
GIx57eZ4R0M--216,Your VAMI composed is ready for use.,Validation
HfkTd5-CgMY--45,"where Aftab is seen walking with a bag on his back, and holding an additional bag in his hand.",Train
366805e50016-84,A and An. Do not point out any definite or particular person.,Train
C8xfqZNQd70--110,India exports cotton fabrics.,Train
QfLhi68YOzA--6,"Despite all this, a soldier posted in Jammu & Kashmir continue to stand strong amidst the heavy snowfall.",Train
86F7Lg77Z30--16,This is how the cremation was held and the community was happy to see souls rest in peace.,Validation
GtettJCaJFo--22,"When a baby is born, for example if an adult is extremley sick, they are admitted to the ICU.",Test
G-MqQD1AV_4--8,"They have forwarded Urmila's name to Maharashtra Governor BS Koshyari,",Test
O0sfzuk9-wM--8,"According to various sources, out of the various points, Elon Musk had asked Twitter to provide information on 2 points.",Train
QhB893Z-kbc--33,There was a old Deaf man named Manik Dutta - sign name -,Train
j17nb5fAz5E--24,I am sure you all are excited to experience this enjoyable bus service.,Train
S5iuebvtDu0--17,Get their own food by fishing?,Validation
M5Lx5Lq0wq8--1,"After that on 26th February, on the terrorists living in Pakistan's Balakot",Validation
NXEs091kie4--11,The squad will leave for England on 28th June.,Train
Vbeiz94SyEI--157,of the river Indus. from there silk was shipped.,Train
jBd17t3_NWQ--16,The boy paid the amount of Rs. 5500.,Validation
YmA5x-QK03M--10,"Netizens have been praising the superstar for his photoshoot, while some have found it absurd and cringe-worthy.",Train
5oxh6dWm9-c--74,and Photography. It was started in 2018 and,Train
OC_2CAtv7VY--34,"However when Census authorities visit houses to perform a count,",Train
TIFqFtryW9A--18,He was much loved for his work in the series.,Train
dPuKX_lM4Zc--42,Fold it along the red lines and then open the fold.,Train
NLFq9j9jLrc--6,People have consistently demanded their resignation & blamed them for the economic crisis.,Train
NRPcHtU2lhU--17,"SC proposed the names of Ashok Gulati, Pramod Joshi, Harsimrat Mann",Train
9ePCpdtDf00--6,to give suggestions about regulating prices of face Masks and Sanitisers.,Train
Hh2w2tUtJkE--6,"She immediately ran out of the house, checking the street and started knocking on the door of all her neighbours asking if they had seen her son.",Train
FO0NXxDg0so--7,personal wealth has dropped by over $7 billion in stock value.,Validation
T8D3ge81Jyg--13,Various Indian states and individuals contributed funds.,Train
jHF256B5esc--9,"Maharashtra government announced schools in Navi Mumbai, Thane and Palghar to remain closed on 14th and 15th July 2022.",Validation
HmPeoLkEvcs--28,"3. In the Air Force there are helicopters and fighter jets. The MiG-21 Bison, a fighter aircraft known to have the highest take-off and landing speed.",Train
jE7uo9Epi6E--8,Reports suggest that the couple are extremely comfortable in each other's company.,Train
Gs78ruj8l3M--44,Life would be difficult for the Deaf. They would be lonely and bored.,Train
p0R9C7VTn1w--9,The Mexican government said that 311 Indians were deported on 18th October today.,Train
nthFgyuyR2o--13,but lost in 2019 to BJP Umesh Jadhav. He requested people to vote for Congress in the ongoing 2024 elections.,Train
ohvsIE-6Slw--63,"No specialist, no heavy medication, nothing!",Train
ee235596b76f-35,A pencil cap,Train
7gH0x3pcs5g--7,but knew that because he was infected he would not be allowed to travel.,Validation
WCiJ2s6rJNc--35,The cups have been ordered from Japan's vintage crockery brand.,Train
jiPpUlMh2OY--31,The locals told them to go back and refused to allow them in.,Train
2Wii2moTm-4--8,Sony had more than 31 TV channels and Zee had 45 TV channels.,Test
iszyzeGvM0k--2,Winning the trophy was not an easy task. It took a lot of hardwork and determination throughout the tournament.,Train
8cfebb40f2b9-4,"Her name was Curlylocks. One day,",Train
Tm-s2SqETkg--22,"The video was also later shared on Twitter by Ukraine's Parliament,",Test
exqm_484F14--48,It is not so easy to decide.,Train
1cc162c590dc-42,I was sitting in a taxi yesterday when... Blank!,Train
8EApqTbQWJc--1,The most loved TV serials these days is Anupama,Validation
8bXhTXH4oi8--11,"While the woman was standing on the wing, her two children walked outside the plane.",Test
2TOeLiUWgLs--21,Bhavesh and Dhara did not want Ariha to learn German but the authorities refused to teach her Hindi and Gujarati.,Train
O8V8kz6JcFs--163,"Now, form pairs",Validation
t8Lkaqpk2So--9,He then went back to Madhya Pradesh and planted the sapplings.,Train
EpyuAIB_Q_w--19,Rajnath Singh said he met French President Emmanuel Macron.,Train
1-YUm865HA0--22,would have been provided by hunters?,Train
7bccd31315d7-138,Here you can see picture of a dog.,Test
BESRE5mtipE--8,The man then feeds the cat.,Train
mxE6dRbd38c_d,an area of interest or activity,Validation
D05AOLuvw1c--13,Some of his best known films are,Train
rqMT1kfVNA0--34,9. India's Air India Express airline has come up with a unique idea.,Train
0UUfz4ZWMJs--10,But criticising PUBG is not the solution.,Test
vV8aMpnErig--6,"in Ernakulam, they met a man named Noushad who worked as textile retailer.",Validation
ZX-bph5Oic8--26,that even a 20-story Israeli building can be destroyed in the blink of an eye.,Train
_QxIMNNlDiw--11,"Shukla, and his 5 partners went to the near Krishna Kalyanpur area in Panna on 21st February.",Train
9vCOwDuhozw--15,It is a belief that medicine named E’jiao made from donkey is helpful.,Train
HAhuvkbDdJo--0,One woman from Austria flew to Croatia in Europe.,Train
5FVCXq2SQkw--20,The Government has promised that the staff will not be fired,Train
AsP4dNY6Plw--8,The bride is seen wearing the army uniform with white head-dress and was carrying flowers.,Train
arR8t7jX2xM--14,"Since he couldn't repay the loan, the bank confiscated his land and auctioned it.",Train
BfgJ0f1k7nk--17,Indian Cricket Captain Virat Kohli commented on Hardik's Instagram post,Train
6QJDGDN_N-s--14,A staff from the agency was responsible to play the video on the TV screens at the railway station.,Test
Vbeiz94SyEI--215,"Myanmar, Thailand",Test
soTXzil_LzI--291,Dictation,Train
1A-XkRVfIvw--7,the rate of the Rupee fell by 76 paise.,Validation
7CuBSDLjfIo--113,Finger B.,Train
AcGyHoq-YCw--17,"The Delhi Government said that if Gyms and Yoga centres do not follow safety guidelines,",Train
s9bWguOVijc--34,social media platforms will lose their special immunity status or the platform may be banned.,Train
RDxX3fWFvzY--177,Some changes can be reversed and some cannot be reversed.,Train
DP3RglU7Vis--81,He even started dating someone else and gave her Shraddha's ring! She revealed this to the police during an interogation.,Train
PGH5lF7IXY8--4,"Jaycee is the only son of Jackie and his wife, Joan Lin.",Train
jIxD1WIErLs--23,A foreign national living in India is not allowed to indulge in business activity.,Train
OoSnNeFoWuc--13,"Inorder to fulfil the above-mentioned mandates, NAD believes ISL needs to be recognised.",Train
IpRLdrFqxKk--179,Electric conductors and insulators.,Train
Ibo2_BWLi5I--15,The bank filed a case in court demanding that Mallya be evicted and the house be given to the bank.,Train
210UZ7rPo-8--7,and expenses for new applications will reduce.,Train
p8A713rpAQg--28,Last day to submit the form is 23rd November 2019.,Train
jE7uo9Epi6E--22,Stop interfering. Concentrate on your work. On your families. Move on!!,Train
DTODzhSHt44--20,"If Russia resorts to using the nukes, it could lead to massive destruction.",Validation
C6CIPVno_yQ--10,"On Twitter, many people posted that this must be a joke, and he is fooling around.",Train
vDYzaKGzPn8--2,For example there are no zebra crossings for pedestrians which is why they meet with accidents.,Train
2PDVqrc3eU4--46,Can you guess their secret numbers?,Train
IykCj1JGO5A--187,this matter and we follow their advice,Train
04kjFET5Gr4--5,"In real life, there have been airplane crashes but unlike movies, there have been no collisions.",Train
PjEoaMLqE_I--30,Those auto drivers who do not complete the upgrade will face action.,Train
UbSkIyCl70A--172,1. 2.,Train
Xcr40XiJqFw--102,chancellor has announced that the,Train
gEOvNoSQVpw--30,Lakshadweep island’s population is around 97 percent Muslim.,Train
a0GJqWQf2so--24,Strangers in the forest he's said to himself.,Test
v4IUMjuZQJo--33,"Sheetal is survived by her husband Jitesh, who has a garments business,",Train
kmR81oho__s--0,You all know actor Will Smith slapped Chris Rock at the 2022 Oscar ceremony.,Train
qEjgC7BM_68--25,Due to their encouragement and Akbar's advice I have been able to achieve things.,Train
s8BUs77tQZ4--166,although he was successful in the East and conquered Magadha.,Train
72A--O-dcfI--11,Do you know who it is? It is an alligator!,Train
OamxfruET6s--13,The data stated that more than 88% of people had problems.,Train
spIzgzVJLyc--35,In the video the Deaf said that he is not sure where his family is and if they have survived.,Train
w3t31D-nKuY--9,There was a major discrepancy.,Train
g2rAuDZ-CN4--2,"There were 2,000 passengers onboard the cruise!",Train
kPFKX85NHME--16,you need more than 145 seats to form a government but their total is way less.,Train
5oGU-O7U3Bs--5,Day by day honking is increasing and everyone is fed up.,Train
L74P-Zq8sRw--16,"However, the man refused and alleged the money was relief given to him by PM Modi.",Test
vZgAPLXTlqQ--10,The PM said that coronavirus has affected many countries in the world.,Train
tRdqPGHDEvM--41,We make three different rules to...,Train
iWys8XxoIlM--14,The money would have helped him but he did not know where to invest.,Train
sNpB6aQvTfg--37,You all can use your creativity and record short videos about your experiences in school.,Train
xcq-gWMvSuo--22,The letter suggests that the Gandhi family have played an integral role in the leadership of the Congress.,Train
pn9SS6p3yQM--7,been raised by 2.40,Train
7ZroQQqvpC4--19,was not allowed to leave his house.,Train
kpJCJ2g6yfQ--38,Now the next part of the lesson.,Train
oHqVGSYq0ks--3,Another reason is jumping the red light. There are many reasons for accidents.,Train
2cuDH0BTcqY--17,Police are collecting information to know if he had committed other such crimes.,Train
tIrD67G8RKo--20,"When asked about their website, no details were found on it either.",Train
z_bUN6fFEss--42,as people hate wearing seatbelts while driving.,Train
m-vzXssmO90--40,bmc in mumbai air press releases said,Train
RDxX3fWFvzY--33,Activity 2. Take a piece of paper.,Train
ee235596b76f-46,Here is a sentence given below. With some dots.,Train
zl5wHhDFC3U--23,Government is responsible for this connect and will do it through this tax.,Train
u3NrjVFgvo4--38,when I heard a loud noise from a vehicle about 100 meters away. I thought it was a tire burst.,Train
r7rMEFA5BNw--3,He then wrote a letter to Maharashtra's Chief Minister Uddhav Thackeray,Test
YmA5x-QK03M--20,"He said, 'Once my pictures go viral, thousands of people can see my pictures. I have no issues.",Train
t5ooua1a-Ds--10,First send an SMS at this number:,Validation
MYGqMojGwBE--153,But remember this one rule from now on - ,Train
aM-JFZiWoSg--13,Similarly many other relatives were not allowed to meet the senior citizens.,Train
O14sxeWOGNw--6,"Recently a sweet shop in Kolkata created ""Corona Sandesh"" just like the coronavirus.",Train
ZVE_KjrY_po--28,He said that in order to succeed being healthy is very important.,Train
027ae060c5e0-72,Complete this picture And draw,Train
UitZrNJP2lw--40,6. There are certain passports that do not require a visa to travel by any mode of transport.,Train
1lioCwoLhj0--17,5 people including 3 children were critically injured in the incident.,Train
